Contracts,A.DCE,AG.SHF,AL.SHF,AU.SHF,B.DCE,BB.DCE,BU.SHF,C.DCE,CF.CZC,CS.DCE,CU.SHF,CY.CZC,FB.DCE,FG.CZC,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,JR.CZC,L.DCE,LR.CZC,M.DCE,MA.CZC,NI.SHF,OI.CZC,P.DCE,PB.SHF,PM.CZC,PP.DCE,RB.SHF,RI.CZC,RM.CZC,RS.CZC,RU.SHF,SF.CZC,SM.CZC,SN.SHF,SR.CZC,TA.CZC,V.DCE,WH.CZC,WR.SHF,Y.DCE,ZC.CZC,ZN.SHF
2018-02-28,-0.0628596188090422,-0.055831075712810728,-0.078828275816914123,-0.030361919427412343,-0.036404772702914187,0.024825360613445573,-0.031314248063550473,0.065053440768088097,-0.090607217336277981,-0.025696197806819955,-0.040619972085145381,N/A,0.22528893721117127,-0.046847912795593381,0.02652055629094122,0.081943268832247229,-0.080210641074936251,0.14756198495578896,0.22530492009608657,0.17051723497813606,N/A,0.035906896007065918,N/A,0.044368509565323774,0.019851656721862711,-0.025174111134098405,-0.11739632251279311,0.014393908325644305,-0.0032763782292414391,N/A,-0.003536952990759179,0.089486389699726804,N/A,0.024900255687753364,N/A,-0.081112025986831995,0.083491818091828027,0.13748419009270113,-0.033069142186842052,0.026638628748149006,0.082692248909796123,-0.026301426400176145,0.082794528582082125,0.0,-0.075209722119974023,0.087285209253711513,0.0
2018-03-01,-0.055510370038155295,-0.057027022906914041,-0.06107703373930954,-0.030764215102704925,-0.062439950489313431,0.024825360613445573,-0.03291288540837068,0.11567674785690384,-0.090314559634736127,-0.043387956618596166,-0.043251612654558513,N/A,0.22528893721117127,-0.050684866883626188,0.013741674381774824,0.084214105777901616,-0.074726909594578769,0.16690720951637483,-0.31094136585461984,0.15308607797774634,N/A,0.047514700005147154,N/A,0.051531642931021471,0.014404745115220288,-0.025229251968003755,-0.11119284627133347,0.022132047025164563,-0.0065948164445818998,N/A,0.0022231040285990468,0.097829599088187211,N/A,0.027140546217454615,N/A,-0.075817319235643915,0.066308894660494153,0.13382069788723025,-0.035954314706347593,0.022029966312588051,0.081015503182080714,-0.012986263947638934,-0.30455317277060673,0.0,-0.073203919954339627,0.018941473738762177,0.0
2018-03-02,-0.034695319719655913,-0.05849214631535312,-0.074384196078676648,-0.031376395398711017,-0.11248410740413183,0.081626271255409819,-0.040139900456194311,0.14815738743340817,-0.091665092814311205,-0.031163288956752362,-0.05281269464083261,N/A,0.22528893721117127,-0.048719225149750536,0.013741674381774824,0.086073248494185212,-0.07015204443028672,0.15430299405137229,-0.30059947400448994,0.16390438481775618,N/A,0.036929476171058448,N/A,0.056992068572084727,-0.026272082656259525,-0.024722450638470801,-0.10505771514287038,0.0078360338004179377,0.0066628942247285551,N/A,-0.0031763771152802252,0.086935077740022307,N/A,0.036766109672175508,N/A,-0.07943050123363285,0.044872033384981545,0.11402493339261548,-0.034777170949957345,0.014859967711519775,0.087139085810948397,-0.021580363428355693,0.11181520472883383,0.0,-0.07741402823595625,-0.0037835009527231733,-0.002396231686729177
2018-03-05,-0.039511309848640326,-0.05880069267989408,-0.075062673717989276,-0.03090751644430724,-0.074218285650873794,0.079344022744930909,-0.058176508723808348,0.17872540204714346,-0.089648569185027657,-0.013337351260114618,-0.041119574815998511,-0.035510708501405176,0.22528893721117127,-0.049175022498315089,0.013741674381774824,0.084598968662242743,-0.069921301556123111,0.17406041979450668,-0.36843092064451921,0.1719671085379198,N/A,0.0,N/A,0.060045322605911985,-0.0087801657556766995,-0.028946349861090081,-0.11050925601672625,0.003363415015078172,0.016792806889480323,N/A,-0.027471188136277084,0.080315008860178422,N/A,0.0415240984515007,N/A,-0.07880026055691132,-0.0036771377512758289,0.11595014459913361,-0.035111100592398872,0.003088178342815549,0.080452371023029615,-0.019836792021721211,0.11279343121193501,0.0,-0.075454275575618845,-0.032504093821348334,0.0049059470106737404
2018-03-06,-0.049818126229889376,-0.057357353741401863,-0.078691372743230459,-0.031308046868126112,-0.05631684515824445,0.079344022744930909,-0.055107437663525431,0.10861855794187908,-0.085571559677834738,-0.01470106677030034,-0.047929254022882006,N/A,0.22528893721117127,-0.037447722575498457,0.013741674381774824,0.075549976629447235,-0.07537235548699571,0.1253929506503732,-0.36511258693365106,0.15233372020356761,N/A,-0.009246756464027792,N/A,0.050383295130400775,-0.029638813324740356,-0.024094563405157175,-0.11074784593746037,0.011222081404433782,0.016891972602048735,N/A,-0.024778559247541961,0.078204051761854493,N/A,0.027671633983207124,N/A,-0.079551691893706658,-0.017382309830062947,0.12866362177488216,-0.038280701569931096,-0.0036324092242298509,0.068073879526150877,-0.028847670793358725,0.070877210701965856,0.0,-0.072782380981586611,-0.078418213261028102,0.027229487631489319
2018-03-07,-0.050033188504260168,-0.05805714174235161,-0.070808664379017297,-0.03153187246363675,-0.074744246562245098,0.079344022744930909,-0.054028237730251491,0.11310303919795701,-0.089522767932755182,0.0,-0.057690888920518241,N/A,0.22528893721117127,-0.041473021608749383,0.013741674381774824,0.058136514772499329,-0.056337574007296096,0.079054107343511482,-0.39334656382599731,0.10337101499021066,N/A,-0.01085895234659582,N/A,0.046640869413461523,-0.024100642456835169,-0.027622792140339966,-0.11001772830729881,0.0079173299258429274,0.043789871458525934,N/A,-0.042160919024331021,0.052079032000555678,N/A,0.027802316601646223,N/A,-0.084325651598957871,-0.028744912633336832,0.087532775523814402,-0.037698137832881347,-0.0036324092242298509,0.052118011440290858,-0.024446370983444082,0.057269284795230309,0.0,-0.073605147716427941,-0.089980741607496681,0.029813374137086818
2018-03-08,-0.043480087273498717,-0.057113084419467913,-0.07095836636440063,-0.029786917697388702,-0.11281323306250277,0.049752445842042858,-0.055508853896059834,0.18453112557089021,-0.091963433138153153,0.0013450072827557761,-0.041198750031504174,0.0063098596232844962,0.22528893721117127,-0.04186627713668379,0.013741674381774824,0.050918360594656542,-0.069741822370244483,0.079102029529438109,-0.37616595982509238,0.11789370568482301,N/A,-0.022060958413104955,N/A,0.041874656733602002,0.0055759599683798348,-0.03031287341453805,-0.10361479910081925,-0.012586620638850013,0.057711636447079086,N/A,-0.041706940106000061,0.030374363622145944,N/A,0.027857132712071925,N/A,-0.080764541494839526,-0.021400951833817735,0.091072455566229907,-0.040499122234087061,-0.0067578182498531378,0.050390075976613831,-0.027445871446933459,-0.16421566405429788,0.0,-0.07503767709501849,-0.057406323505063278,0.035052120636629207
2018-03-09,-0.054571162296166431,-0.057372689973611654,-0.071742021941140016,-0.031031297720478915,-0.1440345941501085,0.049752445842042858,-0.054305035216775467,0.15886614285826031,-0.092275836451597537,0.009471319920482937,-0.051739398460533985,N/A,0.22528893721117127,0.016162282950421512,0.013741674381774824,0.062925313328100752,-0.072164146693494635,0.058434641304409368,-0.355036334353932,0.14022306932026149,N/A,-0.017347509228062757,N/A,0.044048715876086629,0.036320182908112425,-0.023403317540199274,-0.10570096821363933,-0.0092856493000618399,0.082017386489499314,N/A,-0.034858431547958417,0.042833299840358399,N/A,0.026807396886430798,N/A,-0.083709486927350502,-0.11555953191453577,0.073835447890033101,-0.036947799020261608,-0.017227520448119888,0.042491512123289638,-0.020512615325601138,0.059676319217439877,0.0,-0.071797422502562575,-0.062107404767648311,0.043387555333615511
2018-03-12,-0.0629056198106029,-0.058429604098464552,-0.076293874989555296,-0.03103694770433197,-0.13401600996925031,-0.1115829767194166,-0.05220670951676052,0.12625512778084688,-0.092203507404270302,-0.024643804860245762,-0.058269580449698336,-0.021555264353483889,0.22528893721117127,0.046324331310675371,0.013741674381774824,0.077412577119430032,-0.057807976098805267,0.051915779374427734,-0.37372882847307404,0.086112745826402201,N/A,-0.027188632627925383,N/A,0.049570584639236519,0.059179809006513602,-0.026637210150886763,-0.097942534677302476,-0.0046373359525943691,0.06499210827729858,N/A,-0.043716055082529674,0.056624952626630178,N/A,0.034111431982497588,N/A,-0.082113148194044222,-0.07711973621947181,0.073082833269115938,-0.034678855548767332,-0.020195063312009383,0.036169824513696047,-0.035028755942767269,0.053948390239748623,0.0,-0.069745872796970088,-0.087981423387010552,0.025162357234309901
2018-03-13,-0.066801094088231525,-0.058523467662470262,-0.065635881498783993,-0.03033425375298365,-0.063927843159277492,-0.13806107437904,-0.066633853760091705,0.11934458564788344,-0.09235419142927552,-0.019096303037370276,-0.065851828587089045,N/A,0.22528893721117127,0.034215990446856949,0.013741674381774824,0.087988510423401806,-0.066832658856623414,0.034253669058892558,-0.36742768872521864,0.075036856433485094,N/A,-0.027085616054566598,N/A,0.044585385099957152,0.075493763894131732,-0.026688596312068127,-0.091054225242882356,-0.0080503424703702899,0.04852853617405177,N/A,-0.041136959798942226,0.060812596672787642,N/A,0.027021388280620104,N/A,-0.079894208677794135,-0.079152677134895363,0.088493938088114385,-0.037414484166657581,-0.02117112606424074,0.035987735268718429,-0.037319655361422004,0.053969436236355944,0.0,-0.074343696444460969,-0.082182938536795494,0.017517340192427022
2018-03-14,-0.06264814213479869,-0.058863455893567375,-0.068988203900531911,-0.030646683047064169,-0.066130637209695711,-0.69098401592629577,-0.069288950893516527,0.1096111785433608,-0.092717850618308131,-0.023258462900734748,-0.067525318722260919,-0.011404205174944008,0.22528893721117127,0.048521127003359449,0.013741674381774824,0.096586812471507202,-0.059467646539472716,0.10300691722401126,-0.35556075597700887,0.1337413772715586,N/A,-0.0094294209427533519,N/A,0.045487268552571548,0.087744277532312218,-0.028141051548752457,-0.088610009314442337,-0.012650549754198151,0.10566681259769431,N/A,-0.038636673697943449,0.073948493774288623,N/A,0.024583366642393498,N/A,-0.077193581829793884,-0.038030869945668559,0.076259999926366895,-0.048088583991732423,-0.010845615591000441,0.013797079174847017,-0.034671171010513376,0.048237143555475363,0.0,-0.073312500642322795,-0.068273350153790852,0.0049945266117751869
2018-03-15,-0.060066328315641897,-0.058460858478603793,-0.065004650979554199,-0.02994966412904522,-0.054797131267495129,-0.017039095235294427,-0.071868187887151561,0.069263157699361297,-0.091736831316742151,-0.035746472967754218,-0.062943270115036143,N/A,0.22528893721117127,0.063304555690738923,0.013741674381774824,0.10094032024235752,-0.062409724132823641,0.10721353716100096,-0.32289191550713559,0.1527932964091657,N/A,-0.0031532390665089949,N/A,0.040022332319187351,0.097343370387894007,-0.029560609835871065,-0.078890718006139546,-0.0080534889829823285,0.16257974471826431,N/A,-0.037833218727973315,0.084782105435117106,N/A,0.018944865956261308,N/A,-0.068163742497784133,-0.029440477713638041,0.069446774862968519,-0.050349813488517123,-0.0082394690246733581,0.039283284680790974,-0.032500075758679796,0.0046123749484553965,0.0,-0.07061170812363772,-0.062208295805153878,0.015179346840750403
2018-03-16,-0.04259227926940732,-0.05819683115108823,-0.072626443360515311,-0.030075645848344969,-0.082419641414830519,0.094668592549002589,-0.065378663593923428,0.042396733139236122,-0.090189891633747785,-0.028771239591799534,-0.062943270115036143,N/A,0.22528893721117127,0.07293404216787383,0.013741674381774824,0.10825565998935023,-0.06323978901225423,0.10737765495062188,-0.34185198865333744,0.14635885856964378,N/A,-0.0063507001702262983,N/A,0.028943678503444453,0.09278744401460523,-0.027880759783677891,-0.083309215766669067,-0.013819501379320861,0.040644406353830993,N/A,-0.045689030238600097,0.096560048427546438,N/A,-0.0035160844958336663,N/A,-0.077253255436420962,-0.02662142009697277,0.071437547725046818,-0.047252397459752189,-0.010853232579964307,0.026667589421771037,-0.025485426622876811,0.065504267843115985,-0.040263012251857688,-0.071622715651040655,-0.066333454997429778,-0.010109403673269202
2018-03-19,-0.038581232003924715,-0.057676904428063315,-0.068988203900531911,-0.030585074904393425,-0.10791528809364873,0.094668592549002589,-0.051646489436161798,0.055535843049609554,-0.096072905607351419,-0.013678223437797383,-0.056423982738340976,N/A,0.22528893721117127,0.094798719946478052,0.013741674381774824,0.11202156096102224,-0.081596118040583643,0.11575076100345551,-0.40903113173841388,0.20373790478094814,N/A,0.0078852133601593818,N/A,0.030330997968180628,0.14161160604289308,-0.027723061646852926,-0.079780756104645176,-0.010354490053464206,0.065009776456524143,N/A,-0.047348536872116972,0.10690653079064974,N/A,-0.007101447080363271,N/A,-0.073167593367338135,-0.029516663307598851,0.081292748114195443,-0.044060539598055566,0.0056651285543739584,0.022319845569348483,-0.032500075758679796,0.0046302940718431921,0.19290588155762656,-0.074627727736335872,-0.09700682980255132,0.019493124907799107
2018-03-20,-0.034732537337672467,-0.058024302057281131,-0.07646253206228458,-0.031548579517891036,-0.11873166954127298,0.094668592549002589,-0.047056064655312722,0.019717491953545427,-0.096072905607351419,-0.010988527505459046,-0.05640199572551019,N/A,0.22528893721117127,0.071275840435621948,0.013741674381774824,0.12644985808247605,-0.079089883747846229,0.12870868634841767,-0.48633963883399317,0.21313638160937762,N/A,0.012667253059836998,N/A,0.028516308952447538,0.14282418741255429,-0.026990589967355396,-0.083717065097831139,0.0022960597007339449,0.075325728565114172,N/A,-0.052941739591208105,0.12068090297611234,N/A,0.0,N/A,-0.080521176973262984,0.0,0.12943376767652259,-0.051332685776824795,0.0082683997825392808,0.022465860873026457,-0.049157815328667483,0.075951904687236213,0.38607320268079387,-0.075980005138729309,-0.064405401434150536,0.017349974067627047
2018-03-21,-0.023674779530671319,-0.056527164455648676,-0.05762383195520706,-0.030461935079367237,-0.12113673154327882,0.094668592549002589,-0.046955900692137391,0.026349793202142039,-0.097403936073106615,-0.010973166061412793,-0.044870660346244581,N/A,0.22528893721117127,0.12352365057376498,0.013741674381774824,0.12186215618270356,-0.025321002481226922,0.14173666847684363,-0.48419373506824287,0.21875408863354087,N/A,0.022299715645859596,N/A,0.026434838051764241,0.13113501209131787,-0.026746362214177005,-0.086203527574706687,0.013846587918510301,0.078610644853719491,N/A,-0.045673772110553894,0.12524932379509388,N/A,-0.007127239286199849,N/A,-0.084722297073469455,0.026518633298091995,0.1354792352764371,-0.051286768483018857,0.0010395721058374977,0.019238946835662622,-0.037349251441022767,0.074962188302637275,0.38612886721240214,-0.079462573264790864,0.069979123063507467,0.02201660763002198
